Game,Publisher,Critic_Score,User_Score,Copies,Total_Sales,Year,Genre
Walketh,Microsoft,,,,,2010,Role-Playing
Dragon Ball: Revenge of King Piccolo,Namco Bandai,6.1,8,,0.2,2009,Action
Tecmo Bowl Throwback,Tecmo Koei,,,,,2010,Sports
Sekai Saikyou Ginsei Igo 6,Magnolia,,,,,2005,Misc
The Lord of the Rings: Conquest,Electronic Arts,5.8,,,0.75,2009,Action
Tales of Monkey Island,Telltale Games,,,,,2010,Adventure
Net Versus Shogi,Atmark,,,,,2001,Misc
Asterix & Obelix (GBC),Infogrames,,,,,2001,Adventure
King of Kings III,gamigo,,,,,2010,Role-Playing
Nichibutsu Arcade Classics 2: Heiankyo Alien,Nichibutsu,,,,,1995,Action
Harvest Moon: A Wonderful Life,Natsume,8.2,,,0.79,2004,Role-Playing
Value Pack: Street Fighter Zero 3 Double Upper / Vampire Chronicle: The Chaos Tower,Capcom,,,,0,2009,Fighting
Shonen Jump's One Piece,Bandai,,,,,2005,Platform
Super Rugby,Tonkin House,,,,,1994,Sports
Defense of the Middle Kingdom,Aksys Games,8,,,,2011,Strategy
DT Carnage,Agetec,,,,0.04,2009,Racing
Land of the Dead: Road to Fiddler's Green,Groove Games,,,,0.06,2005,Shooter
Sorcery Blade,Kemco,,,,,2008,Role-Playing
Freddi Fish and Luther's Water Worries,Humongous Entertainment,,,,,1996,Misc
Total Recall,Acclaim Entertainment,,,,,1990,Platform
Colpile,Atari,,,,,2009,Puzzle
Death Jr.,Konami,5.9,,,0.19,2005,Platform
Kill la Kill: IF,Arc System Works,,,,,2019,Fighting
Wreck-it Ralph,Oddworld Inhabitans,,,,,2012,Misc
Sprint Cars: Road to Knoxville,THQ,,,,0.07,2006,Racing
Ice Cream Tycoon,Big Fish Games,,,,,2007,Strategy
Pachiokun: Juban Shobu,Coconuts Japan,,,,,1992,Misc
Burnout Crash!,Electronic Arts,6.8,,,,2011,Racing
Lord of the Rings: Battle for Middle-Earth,Electronic Arts,,,,0.31,2006,Strategy
GachiTora! Abarenbou Kyoushi in High School,Spike,,,,0.05,2011,Action
Gundam Breaker,Namco Bandai Games,,,0.4,,2013,Action
Weakless,Punk Notion,,,,,2019,Puzzle
Super Street Fighter II X for Matching Service,Capcom,,,,,2000,Fighting
Ganbare Goemon: Oedo Daikaiten,Konami,,,,,2001,Action
Arcade Favorites CD-ROM 5 Pak,GT Interactive,,,,,1995,Misc
Utau * Tumbling Dice,Reindeer,,,,,2004,Adventure
Bottom of the 9th '97,Konami,6,,,0.02,1997,Sports
Diner Dash: Hometown Hero,PlayFirst,,,,,2007,Misc
Virtual Money Plant,Microsoft,,,,,2011,Misc
IL-2 Sturmovik,Ubisoft,,,,0.01,2001,Simulation
Angel's Feather: Kohaku no Hitomi,Studio e-go,,,,,2005,Role-Playing
Next Generation Tennis,Wanadoo,,,,,2002,Sports
The Gravity Effect,Microsoft,,,,,2009,Platform
Futari wa PreCure Max Heart: Danzen! DS de PreCure Chikara o Awasete Dai Battle,Bandai,,,,,2005,Action
Kurukuru * Princess: Tokimeki Figure * Mezase! Vancouver,Spike,,,,,2009,Sports
RockMan 2: Dr. Wily no Nazo,Capcom,,,,,1999,Platform
Hitman Trilogy,Eidos Interactive,,,,0.11,2007,Action
Ganja Farm,Vasili Tryndyk,,,,,2014,Misc
SNK Heroines Tag Team Frenzy,NIS America,,,,0.02,2018,Fighting
Mahjong Goku Special,Sunsoft,,,,,1990,Misc
Stuart Little: The Journey Home,Activision,,,,,2001,Action
Lineage: The Blood Pledge,NCSoft,,,,,2001,Role-Playing
TechnoClash,Electronic Arts,,,,,1993,Action
Halo Wars,Microsoft Game Studios,,,,,2010,Strategy
Moshi Monsters: Moshlings Theme Park,Activision,,,,0.4,2012,Simulation
UEFA Champions League 2004-2005,EA Sports,,,,,2005,Sports
Populous: The Promised Lands,Electronic Arts,,,,,1989,Strategy
inFAMOUS 2,Sony Computer Entertainment,8.1,,,,2011,Action
Ancient Roman: Power of Dark Side,Nihon System,,,,,1998,Role-Playing
CharadeManiacs,Idea Factory,,,,0.01,2018,Action
Go Series: Captain Sub,Gamebridge,,,,,2011,Action
ReCore: Definitive Edition,Microsoft Studios,,,,,2018,Action-Adventure
Diamic Days,Lump of Sugar,,,,,2011,Adventure
InfoGenius Productivity Pak: Personal Organizer and Phone Book,GameTek,,,,,1991,Misc
Osomatsu-kun: Back to Zami no Deppa,Bandai,,,,,1989,Adventure
Doc Louis's Punch-Out!!,Nintendo,,,,,2009,Fighting
Phase-D: Kurosei no Shou,Boost On,,,,,2012,Misc
Sekai Saikyou Ginsei Igo 3,SilverStar,,,,,2003,Misc
Cyber-Lip (CD),SNK,,,,,1995,Shooter
Sonic Adventure DX: Director's Cut,Sega,5.4,,1.6,,2003,Platform
Ninja UP!,Gameloft,,,,,2014,Action
PGA Tour Golf,Electronic Arts,,,,,1992,Sports
Dead Space Extraction,Electronic Arts,8.2,,,0.47,2009,Shooter
Ultima: Warriors of Destiny,FCI,,,,,1993,Role-Playing
101 Shark Pets,Teyon Entertainment,,,,,2010,Simulation
Famicom Mini: Makaimura,Capcom,,,,0.09,2004,Platform
Thief,Square Enix,,,1.31,,2014,Action
Echo Night,Agetec,6.3,,,0.12,1999,Adventure
Winx Club: Rockstars,Namco Bandai,,,,0.02,2010,Adventure
Chaos Control Remix,Virgin Interactive,,,,,1996,Shooter
Doraemon Wii: Himitsu Douguou Ketteisen!,Sega,,,,0.01,2007,Misc
Musynx,PM Studios,7.5,,,0.01,2018,Music
Warriors Orochi 4,Koei Tecmo,,,0.95,,2018,Action
Pwned,Microsoft,,,,,2009,Misc
101-in-1 Megamix,Nordcurrent,,,,,2010,Misc
Doko Demo Issho: Let's Gakkou!,Sony Computer Entertainment,,,,0.04,2006,Misc
Seirai Hata RayBlade,Winky Soft,,,,,2000,Strategy
Hockey Allstar Shootout,Nintendo,,,,,2008,Sports
Super Godzilla,TOHO,,,,,1994,Fighting
WCW/nWo Revenge,THQ,,,,2.38,1998,Fighting
Avatar Farm!,Microsoft,,,,,2011,Strategy
Nancy Drew: The Deadly Secret of Olde World Park,Majesco,,,,0.01,2007,Adventure
Dinotopia: The Timestone Pirates,TDK Core,6.1,,,0.19,2002,Action
Marcel Desailly Pro Soccer,Gameloft,,,,,2004,Sports
Makaimura for WonderSwan,Bandai,,,,,1999,Platform
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,D3 Publisher,,,,0.03,2009,Misc
Floral Flowlove,Entergram,,,,0,2018,Visual Novel
Battleground 4: Shiloh,TalonSoft,,,,,1997,Strategy
Cabela's African Safari,Activision,,,,0.14,2006,Sports
Delve Deeper,Unknown,,,,,2010,Strategy
One-on-One Basketball,Atari,,,,,1987,Sports
The Legend of Heroes: Trails in the Sky,Xseed Games,,,0.25,,2014,Role-Playing
Mario Hoops 3 on 3,Nintendo,7.1,,2.03,,2006,Sports
Virtua Tennis: World Tour (jp sales),Sega,,,,0.02,2005,Sports
Raguy (CD),ADK,,,,,1994,Platform
Pacific Warriors II: Dogfight,Midas Interactive Entertainment,,,,,2004,Simulation
Gunstar Heroes,Sega,,,,0.13,1993,Shooter
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Sega,,,,0.02,2007,Role-Playing
Golden Nugget Casino,Majesco,,,,0.25,2004,Misc
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,Telltale Games,8.2,,,,2008,Adventure
Zero 4 Champ Series: Drift Champ,Hudson Soft,,,,,2002,Racing
Linger in Shadows,Sony Computer Entertainment,,,,,2008,Puzzle
Moon Diver,Square Enix,7.1,,,,2011,Action
Boxer's Road 2: The Real,Ertain,,,,,2006,Fighting
Mario Power Tennis,Nintendo,8.1,,1.16,,2004,Sports
Shadowbane,Ubisoft,,,,,2003,Role-Playing
Happiness! De-Lucks,Marvelous Interactive,,,,0.02,2007,Adventure
Yu-Gi-Oh! 5D's Tag Force 5,Konami,,,,0.35,2010,Strategy
World Series Baseball 2K2,Sega,,,,,2001,Sports
My First Dollhouse,505 Games,,,,0.11,2010,Misc
Need for Speed: Hot Pursuit (2010),Electronic Arts,,,5,,2010,Racing
Myth War,IGG,,,,,2006,Role-Playing
RockMan X7,Capcom,,,,,2003,Platform
Mezase!! Tsuri Master DS,Hudson Soft,,,,0.01,2009,Sports
Antenna,LWNA,,,,,2016,Adventure
Learn Geography,DreamCatcher Interactive,,,,0.07,2009,Misc
Scotland Yard,Toei Animation,,,,,1990,Misc
Pineview Drive,Unknown,,,,,2014,Action
Finest Hour (Arcade),Namco Bandai,,,,,2009,Action
The Almost Gone,Playdigious,,,,,2020,Adventure
Digimon World: Digital Card Arena,Bandai,,,,,2000,Strategy
Eve Zero: Ark of the Matter,C's Ware,,,,,2000,Adventure
Pandora no Yume,NEC Interchannel,,,,,2002,Adventure
Expendable,Infogrames,,,,0.05,2000,Action
Sword of Rapier,Microsoft,,,,,2010,Role-Playing
Medieval Engineers,Keen Software House,,,,,2020,Simulation
Densha de Go! Professional 2,Taito,,,,,2003,Simulation
Tiny Brains,505 Games,,,,,2013,Puzzle
Wayne Gretzky's 3D Hockey '98,Midway Games,,,,0.25,1997,Sports
Youkai Club,Jaleco,,,,,1987,Platform
Basha Tarneeb,Unknown,,,,,2011,Misc
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Russel,,,,0.02,2010,Action
Sentinel,Atari,,,,,1991,Action
Maestro! Green Groove,Neko Entertainment,,,,,2010,Misc
Let's Play: Pet Hospitals,Deep Silver,,,,0,2009,Simulation
Fable III,Microsoft Game Studios,7.8,,,5.1,2010,Role-Playing
Cabela's Dangerous Hunts 2011,Activision,,,,0.58,2010,Sports
Tokimeki Memorial: Girl's Side,Konami,,,,0.08,2002,Adventure
Manic Pumpkin,Bigben Interactive,,,,,2013,Misc
Castle Fantasia: Arihato Senki,GN Software,,,,,2007,Adventure
Adventure in Serenia,IBM,,,,,1982,Role-Playing
NINJA BROS.,Microsoft,,,,,2009,Puzzle
Pro Cycling Manager 2018,Focus Home Interactive,,,,0,2018,Simulation
TT Isle of Man: Ride on the Edge,Big Ben Interactive,,,,0.17,2018,Racing
Machi no Pet-Ya-San DS 2: Wannyan 333-Hiki Daishuugou!,E-Frontier,,,,0,2009,Simulation
Gouketsuji Ichizoku 2: Chottodake Saikyou Densetsu,Unknown,,,,,2011,Fighting
Final Fantasy VII G-Bike,Square Enix,,,,,2015,Racing
Dragon Ball Z: Budokai,Atari,,,3.46,,2002,Fighting
Naruto Ultimate Collection,Namco Bandai,,,,0.11,2008,Misc
Pro Evolution Soccer 2014,Konami Digital Entertainment,7.9,,,0.25,2013,Sports
Sengoku Basara 3 Double Pack,Capcom,,,,,2012,Misc
Big Time Rush: Dance Party,GameMill,,,,,2012,Misc
Aces Of The Luftwaffe - Squadron,HandyGames,,,,,2017,Shooter
BassRush Dream,Visco,,,,,2000,Sports
Virtual Pool: Tournament Edition,Global Star Software,,,,0.03,2005,Sports
Rhythm Heaven Megamix,Nintendo,8.8,,1.02,,2016,Music
Town & Country Surf Designs: Wood & Water Rage,LJN,,,,,1988,Sports
AXYOS,Axyos Games,,,0.1,,2018,Shooter
Terminator 2: Judgment Day - Chess Wars,Capstone Software,,,,,1993,Strategy
The Complete CSI: Crime Scene Investigation,Ubisoft,,,,,2005,Adventure
CyberTiger,Electronic Arts,,,,0.59,1999,Sports
Quantum Theory,Tecmo Koei,,,,0.09,2010,Shooter
Thomas and Friends: Steaming around Sodor,Avanquest Software,,,,0.04,2015,Action
Saints Row 2: The Unkut Pack,THQ,,,,,2009,Action
BIT.TRIP FATE,Aksys Games,7.3,,,,2010,Shooter
Nostradamus: The Last Prophecy,MC2 Entertainment,,,,0,2007,Adventure
Picross S4,Jupiter Corporation,,,,,2020,Puzzle
Disney Channel Collection Vol. 2,Majesco,,,,,2005,Misc
Oretachi Game Center: Rabio Lepus,Hamster Corporation,,,,,2006,Shooter
ACA NEOGEO BLAZING STAR,Hamster Corporation,,,,,2018,Shooter
Cross Edge ,NIS America,5.4,,,0.23,2009,Role-Playing
DiRT Showdown,Codemasters,,,,0.18,2012,Racing
Rise of the Triad: Dark War,Apogee,,,,,1994,Shooter
Cabela's Deer Hunt 2005 Season,Activision Value,,,,,2004,Misc
3-D Tic-Tac-Toe,Atari,,,,,1978,Strategy
Star Wars Battlefront II (US sales),LucasArts,,,,2.27,2005,Shooter
Phaser Patrol,Unknown,,,,,1982,Simulation
Heroes of Bestia,IGG,,,,,2020,Role-Playing
Drawn to Life: The Next Chapter,THQ,7.4,,,0.65,2009,Adventure
World Championship Poker featuring Howard Lederer: All In,Crave Entertainment,,,,0.02,2007,Misc
Learn To Play Chess With Fritz & Chesster,Viva Media,,,,,2003,Misc
Labyrinth Cross Blood: Infinity,CyberFront,,,,0.03,2013,Role-Playing
Donut Yum!,Syntetic Dreams,,,,,2014,Misc
Pet Shop Monogatari DS 2,Taito,,,,0.01,2010,Simulation
Fallen Legion: Flames of Rebellion,Acttil,,,,,2017,Role-Playing
H2O,Webfoot Technologies,,,,,1996,Puzzle
Yokai Watch 3: Sushi / Tempura / Sukiyaki,Level 5,,,2.21,,2016,Role-Playing
Remington Super Slam Hunting: Alaska,Mastiff,,,,0.09,2011,Sports
Mighty Bomb Jack,Tecmo,,,,,1987,Platform
A-Train 3D: City Simulator Neo,ArtDink,,,,0.01,2016,Simulation
Ben 10 Alien Force: Vilgax Attacks,D3 Publisher,,,,0.44,2009,Action
Star Wars: Jedi Power Battles,THQ,,,,0.14,2002,Action
Real Madrid: The Game,Virgin Play,,,,0,2009,Sports
Dawnkeeper: Last Survivors,Unknown,,,,,2014,Misc
Super Fire ProWrestling 2,Human Entertainment,,,,,1992,Fighting
Atomic Betty,Namco,6,,,0.03,2005,Puzzle
Samurai Warriors,KOEI,,,8,,2004,Action
Mister Slime,SouthPeak Interactive,,,,0.05,2008,Action
Mary-Kate and Ashley: Magical Mystery Mall,Acclaim Entertainment,,,0.29,,2000,Adventure
Ducati Moto,Vir2L Studios,,,,0.03,2008,Racing
World Tour Soccer,Sony Computer Entertainment,7,,,1.07,2005,Sports
Battle Chess II: Chinese Chess,Interplay,,,,,1990,Strategy
Naughty Bear Gold Edition,505 Games,,,,,2011,Action
SafeCracker: The Ultimate Puzzle Adventure,DreamCatcher Interactive,,,,0.14,2009,Puzzle
Jikkyou Oshaberi Parodius,Konami,,,,0.05,1995,Shooter
Woody Woodpecker,DreamCatcher Interactive,,,,,2001,Platform
Harvest Moon: Friends of Mineral Town,Natsume,7.6,,,0.59,2003,Simulation
"WarioWare, Inc.: Mega MicroGame$",Nintendo,,,,,2014,Misc
Kinect Adventures!,Microsoft Game Studios,6.7,,24,,2010,Party
Scram Kitty and his Buddy on Rails,Dakko Dakko,,,,,2014,Misc
Darius Gaiden,Acclaim Entertainment,,,,0.1,1996,Shooter
Nord and Bert Couldn't Make Head or Tail of It,Infocom,,,0.02,,1987,Adventure
Might & Magic Heroes VII,Ubisoft,,,0.17,,2015,Strategy
Antigrav Racing Championship,Microsoft,,,,,2009,Racing
Zoo Tycoon 2: African Adventure,Microsoft Game Studios,4,,,0,2006,Strategy
Pro Pinball Trilogy,Empire Interactive,,,,,2001,Simulation
Dragon's Lair II: Time Warp,Digital Leisure Inc.,,,,,2011,Platform
Command & Conquer 3: Tiberium Wars - Kane Edition,Electronic Arts,,,,,2007,Strategy
Stratego,Ubisoft,,,,0,2008,Strategy
Guitar Hero: Metallica,Activision,8.9,,,0.93,2009,Misc
Mortal Kombat: Deadly Alliance,Midway Games,8.6,,,0.41,2002,Action
The Guardian Legend,Broderbund,,,,,1989,Shooter
Football Manager 2021,Sega,,,1,,2020,Simulation
Omega Assault,Phoenix Games,,,,,2004,Shooter
All-Star Baseball 99,Acclaim Entertainment,,,,0.48,1998,Sports
Dragon Ball Xenoverse,Bandai Namco Games,,,13.35,,2015,Fighting
Future Card Buddyfight: Yuujou no Bakunetsu Fight!,FuRyu Corporation,,,,0.08,2015,Strategy
Made Man: Confessions of the Family Blood,Aspyr,,,,,2007,Action
Mystereet F: The Detectives' Curtain Call,5pb,,,,,2015,Misc
The Lost Child,NIS America,,,,0.03,2018,Action
SimCity Classic (OS/2),DUX Software Corporation,,,,,1994,Simulation
"Warhammer 40,000: Dawn of War III",Sega,,,,0.04,2017,Strategy
Jikkyou Powerful Pro Yakyuu 13,Konami,,,,0.35,2006,Sports
Medieval II: Total War,Sega,8.8,,0.55,,2006,Strategy
Ogre Battle 64: Person of Lordly Caliber,Square Enix,9,,,,2010,Role-Playing
Keiki J.B. Harold Jikenbo: Manhattan Requiem & Kiss of Murder,fonfun,,,,0,2008,Adventure
International Karate 2000,Virgin Interactive,,,,,2000,Fighting
Digger Dan & Kaboom,Virtual Playground,,,,,2011,Puzzle
The Lawnmower Man,SCi,,,,,1993,Action
Suikoden: Tenmei no Chikai,KOEI,,,,,1996,Strategy
Gears of War 3: Horde Command Pack,Microsoft Studios,,,,,2011,Shooter
World of WarCraft,Blizzard Entertainment,,,40.6,,2004,MMO
Ms. Pac-Man: Special Color Edition,Namco,,,,,1999,Puzzle
Goodgame Café,Goodgame Studios,,,,,2011,Simulation
Defenders of Dynatron City,JVC,,,,,1992,Action
Dragon Ball Z: Shin Budokai,Atari,7.4,,0.42,,2006,Fighting
Persona Q2: New Cinema Labyrinth,Atlus,,,,0.1,2019,Role-Playing
Project Nimbus: Complete Edition,GameTomo,,,,,2019,Action
Clever Kids: Pony World,Midas Interactive Entertainment,,,,0,2007,Misc
The Raven: Legacy of a Master Thief,KING Art Games,,,,0,2014,Adventure
Brunswick Pro Bowling,Crave Entertainment,,,,0.12,2011,Sports
Pokémon Mystery Dungeon: Go For It! Light Adventure Squad,Nintendo,,,,,2009,Role-Playing
The Legend of Zelda: Majora's Mask 3D,Nintendo,9,,3.43,,2015,Action-Adventure
Eco Shooter: Plant 530,Nintendo,,,,,2009,Shooter
Rocket Power: Zero Gravity Zone,THQ,,,,0.2,2003,Sports
Wallace & Gromit's Grand Adventures Episode 2: The Last Resort,Telltale Games,,,,,2009,Adventure
Guns of Icarus,Muse Software,,,,,2009,Action
Cool Cool Toon,SNK,7.4,,,,2000,Misc
Fashion Studio: Paris Collection,Ubisoft,,,,0.14,2009,Misc
Winnie the Pooh: Adventures in the 100 Acre Wood,NewKidCo,,,,,2000,Misc
Jam City Rollergirls,Unknown,,,,,2011,Sports
PixelJunk Monsters,Sony Computer Entertainment,8.4,,,,2008,Strategy
EyeToy: AntiGrav,Sony Computer Entertainment,,,,0.43,2004,Sports
Bobby Says - Dance with me!,Microsoft,,,,,2009,Misc
McDonald's Treasure Land Adventure,Sega,,,,,1993,Misc
Galactik Football,505 Games,,,,,2009,Sports
Dragon Ball: Daimaou Fukkatsu,Bandai,,,,1.25,1988,Role-Playing
The Oddboxx,Oddworld Inhabitants,,,,,2010,Misc
Samurai Warriors: Katana,KOEI,,,,0.15,2008,Action
Relaxuma: Minna de Goyururi Seikatsu,MTO,,,,0,2009,Misc
Gaika no Gouhou: Air Land Force,KOEI,,,,,2003,Strategy
Prehistorik Man,Titus,,,,0.02,2001,Platform
Family Feud: 2012 Edition,Ubisoft,,,,0.19,2011,Misc
Fortified Zone,Jaleco,,,,,1991,Shooter
Clover Heart's Append Disc Toy Tsumechaimashita,Alcot,,,,,2005,Adventure
Alice in Wonderland,Disney Interactive Studios,6.3,,,0.51,2010,Adventure
Assassin's Creed: Bloodlines,Ubisoft,6.3,,,1.26,2009,Action
Maid_san's Caving Adventure,Microsoft,,,,,2011,Action
Double Dragon 3: The Arcade Game,Flying Edge,,,,,1992,Action
Prison Tycoon 4: SuperMax,ValuSoft,2.5,,,,2008,Strategy
Million Dollar Arm,99Games,,,,,2014,Misc
Mirror's Edge: Pure Time Trials,Electronic Arts,,,,,2009,Action
Akogare Girls Collection: Suteki ni Nurse Days,Creative Core,,,,0,2009,Adventure
Space Megaforce,TOHO,,,,,1992,Shooter
Cosmic Swarm,"CommaVid, Inc.",,,,,1982,Action
Sudoku Ball Detective,Playlogic Game Factory,5,,,0.06,2009,Puzzle
Princess Maker 4 Portable,Jinx,,,,,2006,Simulation
Kingdom Rush Origins,Ironhide Game Studio,,,,,2018,Strategy
SingStar Pop Hits 3,Sony Computer Entertainment,,,,,2008,Misc
Simple 2000 Series Vol. 66: The Party Unou Quiz,D3 Publisher,,,,,2004,Misc
9Dragons,Acclaim Entertainment,,,,,2007,Role-Playing
NeverDead,Konami,,,,0.13,2012,Shooter
The Mystery of the Crystal Portal,Avanquest,,,,0,2010,Adventure
MapleStory 2,Nexon,,,,,2015,Misc
Starlink: Battle for Atlas,Ubisoft,7.5,6,,0.57,2018,Action-Adventure
Caesars Palace 2000: Millennium Gold Edition,Interplay,,,,0.77,2000,Misc
Parodius,Konami,,,,0.33,1996,Shooter
Clock Zero: Shuuen no Ichibyou Devote,Idea Factory,,,,,2019,Visual Novel
36 Fragments of Midnight,Petite Games,,,,,2017,Platform
Gekido,Interplay,,,,0.1,2000,Fighting
Lemmings & Oh No! More Lemmings,Psygnosis,,,,,1995,Puzzle
Sacred,Encore,,,3.09,,2004,Role-Playing
Dino Dini's Kick Off Revival,Avanquest,,,,0.03,2016,Sports
Rizumu de Kitaeru Atarashii Eigo Duke Yasashii Kaiwa Hen,Nintendo,,,,,2009,Misc
Benkei Gaiden: Suna no Shou,Sunsoft,,,,,1992,Role-Playing
Chou Majin Eiyuuden Wataru: Mazekko Monster 2,Banpresto,,,,,1998,Role-Playing
Stranded,Good Shepherd Entertainment,,,,,2014,Misc
myNotebook: Green,Nnooo,,,,,2009,Misc
Sotsugyou Final,Imageworks,,,,,1994,Simulation
Moonbase,Wesson International,,,,,1990,Strategy
Da Capo I & II Plus Situation Portable,Kadokawa Shoten,,,,0.04,2010,Adventure
Dynasty Warriors 7 - Stage Pack 4,KOEI,,,,,2011,Action
Solar,Microsoft,,,,,2009,Action
Masters of the Universe: Power of He-Man,Mattel Interactive,,,,,1983,Action
Final Fantasy Crystal Chronicles: Echoes of Time,Square Enix,,,0.57,,2009,Role-Playing
Chromatism,Microsoft,,,,,2009,Racing
Grease,505 Games,,,,0.55,2010,Misc
Pet Luv Spa & Resort Tycoon,Activision,,,,,2007,Strategy
1500DS Spirits Vol. 10: Igo,Tasuke,,,,,2008,Misc
Moyashimon DS,Takara Tomy,,,,0.03,2009,Action
The Grinder,Unknown,,,,,2020,Shooter
Ariel: The Little Mermaid,Sega,,,,,1992,Action
Wulverblade,Darkwind Media,,,,,2018,Action
Bishoujo Senshi Sailor Moon Super S: Shuyaku!! Soudatsusen,Bandai,,,,,1996,Fighting
Star Hearts,Bandai,,,,,2001,Role-Playing
Hex Heroes,Unknown,,,,,2016,Misc
Dungeon Siege III,Square Enix,7.3,,0.64,,2011,Role-Playing
XPLORA1: Peter Gabriel's Secret World,MacPlay,,,0.1,,1993,Music
Beach Party Craze,Alawar Entertainment,,,,,2011,Simulation
Calling All Cars!,Sony Computer Entertainment,,,,,2007,Action
Mad Skills Motocross 2,Turborilla,,,,,2014,Misc
Street Fighter 2010: The Final Fight,Capcom,,,,,1990,Action
The Godfather: Blackhand Edition,Electronic Arts,7.4,,,0.15,2007,Adventure
Tamagotchi Connection: Corner Shop 3,Namco Bandai,,,,0.38,2008,Simulation
Epic Battle Fantasy 4,Matt Roszak,,,0.12,,2014,Role-Playing
Panzer Dragoon: Remake,Forever Entertainment S.A.,,,,,2020,Shooter
Doala de Wii,Tera Box,,,,0,2009,Misc
Akuma: Demon Spawn,JC Research,,,,,1999,Role-Playing
Lineage II: The Chaotic Chronicle,NCSoft,,,,,2004,Role-Playing
Nuclear Strike,Electronic Arts,,,,1.19,1997,Simulation
Nickelodeon Kart Racers,GameMill Entertainment,2,,,0.13,2018,Racing
Neon Paddles,Microsoft,,,,,2009,Misc
Pro Cycling Manager Season 2006: Le Tour de France,Focus Home Interactive,,,,,2006,Sports
Mega Race,Software Toolworks,,,,,1994,Racing
Kikou Heidan J-Phoenix: Burst Tactics,Takara,,,,,2002,Action
Mori no Cafeteria DS: Oshare na Cafe Recipe,D3 Publisher,,,,0,2008,Misc
Ninja Commando,SNK,,,,,1992,Shooter
Generation Zero,THQ Nordic,,,,,2019,Shooter
Gunvalkyrie,Sega,6.1,,,0.17,2002,Shooter
Tenchi Muyou! Ryououki FX,NEC Interchannel,,,,,1996,Adventure
Mega Games 2,Sega,,,,,1993,Misc
Hissatsu Pachi-Slot Station 3,Sunsoft,,,,,2000,Misc
Ski Safari: Adventure Time,Cartoon Network,,,,,2013,Misc
Book of Spells,Sony Computer Entertainment,6.5,,,0.66,2012,Misc
Tape Worm,Spectravision,,,,,1982,Action
Sky Fighter,Creat Studio,,,,,2010,Shooter
Running Wild,Sony Computer Entertainment,,,,0.09,1998,Racing
Magical Tetris Challenge,Capcom,,,,0.2,1998,Puzzle
Wheres My Water?,Oddworld Inhabitans,,,,,2011,Misc
Ape Escape: Pumped & Primed,Ubisoft,,,,0.08,2004,Party
Soyokaze no Okurimono: Wind Presurable Box,Minor I,,,,,2002,Adventure
Bouncers,Sega,,,,,1994,Action
Barbie Fashion Pack,Mattel Interactive,,,,,2000,Action
Aikatsu Stars! My Special Appeal,Bandai Namco Games,,,,0.04,2016,Action
METRO 2033,THQ,7.4,,,0.54,2010,Shooter
Cities in Motion,Paradox Interactive,,,0.24,,2011,Simulation
